Date,Type,Title,Rating (R relevant / B background / N not relevant),Where it lands on the site,URL
03 October 2018,Opinion of the Board (Art. 64),Opinion 6/2018 on the draft list of the competent supervisory authority of Estonia regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-62018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 12/2018 on the draft list of the competent supervisory authority of Italy regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-122018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 10/2018 on the draft list of the competent supervisory authority of Hungary regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-102018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 8/2018 on the draft list of the competent supervisory authority of Finland regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-82018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 20/2018 on the draft list of the competent supervisory authority of Sweden regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-202018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 4/2018 on the draft list of the competent supervisory authority of Czech Republic regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-42018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 3/2018 on the draft list of the competent supervisory authority of Bulgaria regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-32018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 1/2018 on the draft list of the competent supervisory authority of Austria regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-12018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 22/2018 on the draft list of the competent supervisory authority of the United Kingdom regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-222018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 18/2018 on the draft list of the competent supervisory authority of Portugal regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-182018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 17/2018 on the draft list of the competent supervisory authority of Poland regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-172018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 11/2018 on the draft list of the competent supervisory authority of Ireland regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-112018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 16/2018 on the draft list of the competent supervisory authority of the Netherlands regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-162018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 13/2018 on the draft list of the competent supervisory authority of Lithuania regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-132018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 21/2018 on the draft list of the competent supervisory authority of Slovakia regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-212018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 19/2018 on the draft list of the competent supervisory authority of Romania regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-192018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 5/2018 on the draft list of the competent supervisory authorities of Germany regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-52018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 9/2018 on the draft list of the competent supervisory authority of France regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-92018-on-the-draft-list-of-the-competent-supervisory_en
26 September 2018,Legislative opinion,Opinion 23/2018 on Commission proposals on European Production and Preservation Orders for electronic evidence in criminal matters (Art. 70.1.b),N,,https://www.edpb.europa.eu/documents/legislative-opinion/opinion-232018-on-commission-proposals-on-european-production-and_en
27 August 2018,Statement,Statement of the EDPB on the data protection impacts of economic concentration,N,,https://www.edpb.europa.eu/documents/statement/statement-of-the-edpb-on-the-data-protection-impacts-of-economic-concentration_en
25 May 2018,Guideline,"Guidelines on Personal data breach notification under Regulation 2016/679, WP250 rev.01",R,Incident tool; topic 16,https://www.edpb.europa.eu/documents/guideline/guidelines-on-personal-data-breach-notification-under-regulation-2016679-wp250_en
25 May 2018,Guideline,Right to data portability,B,Topic 8,https://www.edpb.europa.eu/documents/guideline/right-to-data-portability_en
25 May 2018,Guideline,Transparency,R,Topic 15 notices; readiness T activities; Privacy Assessment notice factor,https://www.edpb.europa.eu/documents/guideline/transparency_en
25 May 2018,Guideline,Data Protection Officer,R,Readiness governance activities (Arts 37 to 39); WP243,https://www.edpb.europa.eu/documents/guideline/data-protection-officer_en
25 May 2018,Guideline,Guidelines 2/2018 on derogations of Article 49 under Regulation 2016/679,R,Privacy Assessment transfer safeguards list,https://www.edpb.europa.eu/documents/guideline/guidelines-22018-on-derogations-of-article-49-under-regulation-2016679_en
25 May 2018,Rules of procedure,Rules of Procedure - version 1,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/rules-of-procedure/rules-of-procedure-version-1_en
25 May 2018,Guideline,Data Protection impact assessments High risk processing,R,Privacy Assessment DPIA trigger logic (WP248),https://www.edpb.europa.eu/documents/guideline/data-protection-impact-assessments-high-risk-processing_en
25 May 2018,"Reports, statements, and letters",Statement of the EDPB on the revision of the ePrivacy Regulation and its impact on the protection of individuals with regard to the privacy and confidentiality of their communications,N,,https://www.edpb.europa.eu/documents/reports-statements-and-letters/statement-of-the-edpb-on-the-revision-of-the-eprivacy_en
25 May 2018,Guideline,Automated decision-making and profiling,R,Topic 13; Privacy Assessment Art 22 factor (WP251),https://www.edpb.europa.eu/documents/guideline/automated-decision-making-and-profiling_en
25 May 2018,Guideline,"Guidelines for identifying a controller or processor's lead supervisory authority, WP244 rev.01",B,Topic 14,https://www.edpb.europa.eu/documents/guideline/guidelines-for-identifying-a-controller-or-processors-lead-supervisory_en
25 May 2018,Guideline,"Guidelines on the right to data portability under Regulation 2016/679, WP242 rev.01",B,Topic 8,https://www.edpb.europa.eu/documents/guideline/guidelines-on-the-right-to-data-portability-under-regulation-2016679-wp242_en
25 May 2018,Memorandum of Understanding,Memorandum of Understanding,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/memorandum-of-understanding/memorandum-of-understanding_en
19 April 2018,Other guidance,Position Paper on the derogations from the obligation to maintain records of processing activities pursuant to Article 30(5) GDPR,R,Readiness Article 30 activity; GDPR Omnibus note,https://www.edpb.europa.eu/documents/other-guidance/position-paper-on-the-derogations-from-the-obligation-to-maintain-records_en
